cnae,risco,codigo_louos,enquadramento1,perguntas,regras,condicionantes
2632-9/00,ALTO,09.10.07,ID3-10,11,5,1|3|4|7|8|10
2632-9/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2640-0/00,ALTO,09.10.07,ID3-10,11,5,1|3|4|7|8|10
2640-0/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2651-5/00,ALTO,09.12.02,ID1-12,11,1,1|3|4|7|8|10
2651-5/00,ALTO,09.12.07,ID1-12,11,1,1|3|4|7|8|10
2651-5/00,ALTO,09.12.06,ID1-12,11,1,1|3|4|7|8|10
2651-5/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2652-3/00,ALTO,09.12.09,ID1-12,11,5,1|3|4|7|8|10
2652-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2660-4/00,ALTO,09.12.05,ID1-12,11,49,1|3|4|7|8|10
2660-4/00,ALTO,07.12.13,nR1-12,11,49,1|30
2670-1/01,ALTO,09.12.08,ID1-12,11,5,1|3|4|7|8|10
2670-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2670-1/02,ALTO,09.12.08,ID1-12,11,5,1|3|4|7|8|10
2670-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2680-9/00,ALTO,09.19.12,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2680-9/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2710-4/01,ALTO,09.12.14,ID3-12,11,47,1|3|4|7|8|10
2710-4/01,ALTO,09.10.03,ID3-10,11,47,1|3|4|7|8|10
2710-4/01,ALTO,07.09.17,nR1-09,11,47,1|3|4
2710-4/01,ALTO,07.12.13,nR1-12,11,47,1|30
2710-4/02,ALTO,09.12.14,ID3-12,11,47,1|3|4|7|8|10
2710-4/02,ALTO,09.10.03,ID3-10,11,47,1|3|4|7|8|10
2710-4/02,ALTO,07.12.13,nR1-12,11,47,1|30
2710-4/03,ALTO,09.12.14,ID3-12,11,1,1|3|4|7|8|10
2710-4/03,ALTO,09.10.03,ID3-10,11,1,1|3|4|7|8|10
2710-4/03,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2721-0/00,ALTO,09.12.14,ID3-12,11,47,1|3|4|7|8|10
2721-0/00,ALTO,09.10.01,ID3-10,11,47,1|3|4|7|8|10
2721-0/00,ALTO,07.12.13,nR1-12,11,47,1|30
2722-8/01,ALTO,09.10.01,ID3-10,11,46,1|3|4|7|8|10
2722-8/01,ALTO,07.12.13,nR1-12,11,46,1|30
2722-8/02,ALTO,09.10.01,ID3-10,11,46,1|3|4|7|8|10
2722-8/02,ALTO,07.12.13,nR1-12,11,46,1|30
2731-7/00,ALTO,09.10.04,ID3-10,11,49,1|3|4|7|8|10
2731-7/00,ALTO,07.12.13,nR1-12,11,49,1|30
2732-5/00,ALTO,09.12.14,ID3-12,11,49,1|3|4|7|8|10
2732-5/00,ALTO,07.12.13,nR1-12,11,49,1|30
2733-3/00,ALTO,09.12.14,ID3-12,11,47,1|3|4|7|8|10
2733-3/00,ALTO,09.10.05,ID3-10,11,47,1|3|4|7|8|10
2733-3/00,ALTO,07.12.13,nR1-12,11,47,1|30
2740-6/01,ALTO,09.10.02,ID3-10,11,49,1|3|4|7|8|10
2740-6/01,ALTO,07.12.13,nR1-12,11,49,1|30
2740-6/02,ALTO,07.09.17,nR1-09,1|11,47,1|3|4|7|10
2740-6/02,ALTO,09.10.02,ID3-10,1|11,47,1|3|4|7|8|10
2740-6/02,ALTO,07.12.13,nR1-12,1|11,47,1|30
2751-1/00,ALTO,09.12.20,ID3-12,11,49,1|3|4|7|8|10
2751-1/00,ALTO,07.12.13,nR1-12,11,49,1|30
2759-7/01,ALTO,09.10.07,ID3-10,11,49,1|3|4|7|8|10
2759-7/01,ALTO,07.12.13,nR1-12,11,49,1|30
2759-7/99,ALTO,09.12.20,ID3-12,11,47,1|3|4|7|8|10
2759-7/99,ALTO,09.12.18,ID3-12,11,47,1|3|4|7|8|10
2759-7/99,ALTO,09.10.07,ID3-10,11,47,1|3|4|7|8|10
2759-7/99,ALTO,09.13.02,ID3-13 (subgrupo 1),11,47,1|3|4|7|8|10
2759-7/99,ALTO,07.12.13,nR1-12,11,47,1|30
2790-2/01,ALTO,09.10.07,ID3-10,11,5,1|3|4|7|8|10
2790-2/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2790-2/02,ALTO,09.10.07,ID3-10,11,49,1|3|4|7|8|10
2790-2/02,ALTO,07.12.13,nR1-12,11,49,1|30
2790-2/99,ALTO,09.10.07,ID3-10,11,47,1|3|4|7|8|10
2790-2/99,ALTO,07.09.17,nR1-09,11,47,1|3|4
2790-2/99,ALTO,07.12.13,nR1-12,11,47,1|30
2811-9/00,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2811-9/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2812-7/00,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2812-7/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2813-5/00,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2813-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2814-3/01,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2814-3/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2814-3/02,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2814-3/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2815-1/01,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2815-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2815-1/02,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2815-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2821-6/01,ALTO,09.12.18,ID3-12,11,1,1|3|4|7|8|10
2821-6/01,MÉDIO RISCO,07.09.17,nR1-09,11,1,1|3|4
2821-6/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2821-6/02,ALTO,09.12.18,ID3-12,11,49,1|3|4|7|8|10
2821-6/02,ALTO,07.12.13,nR1-12,11,49,1|30
2822-4/01,ALTO,07.09.12,nR2-09,11,47,1|3|4|7
2822-4/01,ALTO,09.12.18,ID3-12,11,47,1|3|4|7|8|10
2822-4/01,ALTO,07.12.13,nR1-12,11,47,1|30
2822-4/02,ALTO,09.12.18,ID3-12,11,49,1|3|4|7|8|10
2822-4/02,ALTO,07.12.13,nR1-12,11,49,1|30
2823-2/00,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
2823-2/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2824-1/01,ALTO,09.12.18,ID3-12,11,49,1|3|4|7|8|10
2824-1/01,ALTO,07.12.13,nR1-12,11,49,1|30
2824-1/02,ALTO,09.12.20,ID3-12,11,49,1|3|4|7|8|10
2824-1/02,ALTO,07.12.13,nR1-12,11,49,1|30
2825-9/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2825-9/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2829-1/01,ALTO,09.12.01,ID1-12,11,5,1|3|4|7|8|10
2829-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2829-1/99,ALTO,09.12.13,ID3-12,11,47,1|3|4|7|8|10
2829-1/99,ALTO,07.09.17,nR1-09,11,47,1|3|4
2829-1/99,ALTO,07.12.13,nR1-12,11,47,1|30
2831-3/00,ALTO,09.12.15,ID3-12,11,5,1|3|4|7|8|10
2831-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2832-1/00,ALTO,09.12.15,ID3-12,11,5,1|3|4|7|8|10
2832-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2833-0/00,ALTO,09.12.15,ID3-12,11,5,1|3|4|7|8|10
2833-0/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2840-2/00,ALTO,09.12.16,ID3-12,11,5,1|3|4|7|8|10
2840-2/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2851-8/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2851-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2852-6/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2852-6/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2853-4/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2853-4/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2854-2/00,ALTO,09.12.17,ID3-12,11,5,1|3|4|7|8|10
2854-2/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2861-5/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2861-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2862-3/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2862-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2863-1/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2863-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2864-0/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2864-0/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2865-8/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2865-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2866-6/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2866-6/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2869-1/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
2869-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2910-7/01,ALTO,09.20.01,ID3-20,11,5,1|3|4|7|8|10
2910-7/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2910-7/02,ALTO,09.20.01,ID3-20,11,5,1|3|4|7|8|10
2910-7/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2910-7/03,ALTO,09.12.12,ID2-12,11,5,1|3|4|7|8|10
2910-7/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2920-4/01,ALTO,09.20.02,ID3-20,11,5,1|3|4|7|8|10
2920-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2920-4/02,ALTO,09.20.02,ID3-20,11,5,1|3|4|7|8|10
2920-4/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2930-1/01,ALTO,09.20.03,ID3-20,11,5,1|3|4|7|8|10
2930-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2930-1/02,ALTO,09.20.03,ID3-20,11,5,1|3|4|7|8|10
2930-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2930-1/03,ALTO,09.20.03,ID3-20,11,5,1|3|4|7|8|10
2930-1/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2941-7/00,ALTO,09.12.12,ID3-12,11,1,1|3|4|7|8|10
2941-7/00,ALTO,09.12.10,ID2-12,11,1,1|3|4|7|8|10
2941-7/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2942-5/00,ALTO,09.12.10,ID2-12,11,5,1|3|4|7|8|10
2942-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2943-3/00,ALTO,09.12.10,ID2-12,11,5,1|3|4|7|8|10
2943-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2944-1/00,ALTO,09.12.10,ID2-12,11,5,1|3|4|7|8|10
2944-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2945-0/00,ALTO,09.12.12,ID3-12,11,47,1|3|4|7|8|10
2945-0/00,ALTO,09.12.14,ID3-12,11,47,1|3|4|7|8|10
2945-0/00,ALTO,09.10.06,ID3-10,11,47,1|3|4|7|8|10
2945-0/00,ALTO,07.12.13,nR1-12,11,47,1|30
2949-2/01,ALTO,09.15.06,ID2-15,11,49,1|3|4|7|8|10
2949-2/01,ALTO,07.12.13,nR1-12,11,49,1|30
2949-2/99,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2949-2/99,ALTO,09.12.10,ID2-12,11,1,1|3|4|7|8|10
2949-2/99,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2950-6/00,ALTO,09.12.11,ID2-12,11,49,1|3|4|7|8|10
2950-6/00,ALTO,07.12.13,nR1-12,11,49,1|30
3011-3/01,ALTO,09.20.04,ID3-20,11,5,1|3|4|7|8|10
3011-3/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3011-3/02,ALTO,09.20.04,ID3-20,11,5,1|3|4|7|8|10
3011-3/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3012-1/00,ALTO,09.20.04,ID3-20,11,5,1|3|4|7|8|10
3012-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3031-8/00,ALTO,09.20.05,ID3-20,11,5,1|3|4|7|8|10
3031-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3032-6/00,ALTO,09.20.05,ID3-20,11,5,1|3|4|7|8|10
3032-6/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3041-5/00,ALTO,09.20.06,ID3-20,11,5,1|3|4|7|8|10
3041-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3042-3/00,ALTO,09.20.06,ID3-20,11,5,1|3|4|7|8|10
3042-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3050-4/00,ALTO,09.20.01,ID3-20,11,5,1|3|4|7|8|10
3050-4/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3091-1/01,ALTO,09.20.01,ID3-20,11,5,1|3|4|7|8|10
3091-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3091-1/02,ALTO,09.12.12,ID3-12,11,5,1|3|4|7|8|10
3091-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3092-0/00,MÉDIO RISCO,09.20.07,ID3-20,11,23,1|3|4|7|8|10
3092-0/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
3099-7/00,ALTO,09.20.07,ID3-20,11,5,1|3|4|7|8|10
3099-7/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3101-2/00,MÉDIO RISCO,07.09.08,nR2-09,2|3,58|59,1|3|4|7|10
3101-2/00,ALTO,09.15.01,ID2-15,2|3,58|59,1|3|4|7|8|10
3101-2/00,BAIXO RISCO,07.12.13,nR1-12,2|3,58|59,1|30
3102-1/00,MÉDIO RISCO,07.09.14,nR2-09,2|3,58|59,1|3|4|7
3102-1/00,ALTO,09.15.02,ID2-15,2|3,58|59,1|3|4|7|8|10
3102-1/00,BAIXO RISCO,07.12.13,nR1-12,2|3,58|59,1|30
3103-9/00,ALTO,09.15.05,ID2-15,11,1,1|3|4|7|10
3103-9/00,ALTO,09.15.03,ID2-15,11,1,1|3|4|7|8|10
3103-9/00,MÉDIO RISCO,07.09.01,nR1-09,11,1,1|3|4|10
3103-9/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
3104-7/00,ALTO,09.15.04,ID2-15,11,47,1|3|4|7|8|10
3104-7/00,ALTO,07.09.17,nR1-09,11,47,1|3|4|10
3104-7/00,ALTO,07.12.13,nR1-12,11,47,1|30
3211-6/01,ALTO,09.14.09,ID3-14 (subgrupo 2),2|3,18|19,1|3|4|7|8|10
3211-6/01,BAIXO RISCO,07.09.17,nR1-09,2|3,18|19,1|3|4
3211-6/01,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3211-6/02,ALTO,09.13.02,ID3-13 (subgrupo 1),2|3,18|19,1|3|4|7|8|10
3211-6/02,BAIXO RISCO,07.09.17,nR1-09,2|3,18|19,1|3|4
3211-6/02,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3211-6/03,ALTO,09.13.02,ID3-13 (subgrupo 1),2|3,18|19,1|3|4|7|8|10
3211-6/03,BAIXO RISCO,07.09.17,nR1-09,2|3,18|19,1|3|4
3211-6/03,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3212-4/00,ALTO,09.13.02,ID3-13 (subgrupo 1),2|3,18|19,1|3|4|7|8|10
3212-4/00,BAIXO RISCO,07.09.17,nR1-09,2|3,18|19,1|3|4
3212-4/00,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3220-5/00,ALTO,09.12.18,ID3-12,2|3,18|19,1|3|4|7|8|10
3220-5/00,BAIXO RISCO,07.09.17,nR1-09,2|3,18|19,1|3|4
3220-5/00,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3230-2/00,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
3230-2/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3240-0/01,ALTO,09.12.18,ID3-12,11,49,1|3|4|7|8|10
3240-0/01,ALTO,07.12.13,nR1-12,11,49,1|30
3240-0/02,ALTO,09.15.05,ID2-15,2|3,18|19,1|3|4|7|8|10
3240-0/02,BAIXO RISCO,07.09.08,nR2-09,2|3,18|19,1|3|4|7|10
3240-0/02,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3240-0/03,ALTO,09.15.05,ID2-15,2|3,18|19,1|3|4|7|8|10
3240-0/03,BAIXO RISCO,07.09.08,nR2-09,2|3,18|19,1|3|4|7|10
3240-0/03,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3240-0/99,ALTO,09.12.18,ID3-12,2|3,18|19,1|3|4|7|8|10
3240-0/99,BAIXO RISCO,07.09.17,nR1-09,2|3,18|19,1|3|4
3240-0/99,BAIXO RISCO,07.12.13,nR1-12,2|3,18|19,1|30
3250-7/01,ALTO,09.12.05,ID1-12,11,49,1|3|4|7|8|10
3250-7/01,ALTO,07.12.13,nR1-12,11,49,1|30
3250-7/02,ALTO,09.15.02,ID2-15,11,49,1|3|4|7|8|10
3250-7/02,ALTO,07.12.13,nR1-12,11,49,1|30
3250-7/03,ALTO,09.12.05,ID1-12,11,49,1|3|4|7|8|10
3250-7/03,ALTO,07.12.13,nR1-12,11,49,1|30
3250-7/04,ALTO,09.12.05,ID1-12,11,49,1|3|4|7|8|10
3250-7/04,ALTO,07.12.13,nR1-12,11,49,1|30
3250-7/05,ALTO,09.14.04,ID3-14 (subgrupo 1),1|11,47,1|3|4|7|8|10
3250-7/05,ALTO,07.09.17,nR1-09,1|11,47,1|3|4
3250-7/05,ALTO,07.12.13,nR1-12,1|11,47,1|30
3250-7/06,MÉDIO RISCO,07.05.09,nR1-05,11,5,1
3250-7/06,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3250-7/07,ALTO,09.14.03,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
3250-7/07,MÉDIO RISCO,07.09.17,nR1-09,11,1,1|3|4
3250-7/07,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
3250-7/09,ALTO,09.12.18,ID3-12,11,47,1|3|4|7|8|10
3250-7/09,ALTO,07.09.17,nR1-09,11,47,1|3|4
3250-7/09,ALTO,07.12.13,nR1-12,11,47,1|30
3291-4/00,ALTO,09.09.03,ID2-09,2|3,58|59,1|3|4|7|8|10
3291-4/00,MÉDIO RISCO,07.09.17,nR1-09,2|3,58|59,1|3|4
3291-4/00,BAIXO RISCO,07.12.13,nR1-12,2|3,58|59,1|30
3292-2/01,ALTO,09.11.02,ID1-11,2|3,58|59,1|3|4|7|8|10
3292-2/01,MÉDIO RISCO,07.09.05,nR1-09,2|3,58|59,1|3|4
3292-2/01,BAIXO RISCO,07.12.13,nR1-12,2|3,58|59,1|30
3292-2/02,ALTO,09.18.01,ID2-18,11,47,1|3|4|7|8|10
3292-2/02,ALTO,09.11.01,ID1-11,11,47,1|3|4|7|8|10
3292-2/02,ALTO,07.12.13,nR1-12,11,47,1|30
3299-0/01,ALTO,09.12.18,ID3-12,11,5,1|3|4|7|8|10
3299-0/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3299-0/02,ALTO,09.18.01,ID2-18,2|3,58|59,1|3|4|7|8|10
3299-0/02,MÉDIO RISCO,07.09.17,nR1-09,2|3,58|59,1|3|4
3299-0/02,BAIXO RISCO,07.12.13,nR1-12,2|3,58|59,1|30
3299-0/03,MÉDIO RISCO,07.09.09,nR2-09,11,5,1|3|4|7
3299-0/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3299-0/04,MÉDIO RISCO,07.09.09,nR2-09,11,5,1|3|4|7
3299-0/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3299-0/05,ALTO,09.11.09,ID2-11,11,5,1|3|4|7|8|10
3299-0/05,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3299-0/06,MÉDIO RISCO,09.19.20,ID3-19 (subgrupo 1),11,23,1|3|4|7|8|10
3299-0/06,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
3299-0/99,MÉDIO RISCO,09.12.18,ID3-12,1|11,22,1|3|4|7|8|10
3299-0/99,MÉDIO RISCO,07.09.17,nR1-09,1|11,22,1|3|4
3299-0/99,MÉDIO RISCO,07.12.13,nR1-12,1|11,22,1|30
3311-2/00,MÉDIO RISCO,07.09.17,nR1-09,1|11,5,1
3311-2/00,BAIXO RISCO,07.12.13,nR1-12,1|11,5,1|2
3312-1/02,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3312-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3312-1/03,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3312-1/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3312-1/04,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3312-1/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3313-9/01,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3313-9/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3313-9/02,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3313-9/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3313-9/99,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3313-9/99,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/01,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/02,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/03,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/04,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/05,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/05,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/06,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/06,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/07,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/07,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/08,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/08,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/09,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3314-7/09,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/10,MÉDIO RISCO,07.09.12,nR2-09,1|11,5,1|3|7
3314-7/10,BAIXO RISCO,07.12.13,nR1-12,1|11,5,1|2
3314-7/11,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/11,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/12,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/12,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/13,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/13,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/14,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/14,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/15,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/15,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/16,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/16,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/17,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/17,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/18,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/18,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/19,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/19,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/20,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/20,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/21,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/21,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/22,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/22,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3314-7/99,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3314-7/99,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3315-5/00,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3315-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3316-3/01,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3316-3/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3316-3/02,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3316-3/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3317-1/01,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3317-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3317-1/02,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3317-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3319-8/00,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3319-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3321-0/00,MÉDIO RISCO,07.09.12,nR2-09,11,5,1|3|7
3321-0/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3329-5/01,BAIXO RISCO,07.09.08,nR2-09,11,4,1|3|4|7
3329-5/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
3329-5/99,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
3329-5/99,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.01,nR4-01,1|11,1,1|4
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.02,nR4-01,1|11,1,1|4
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.03,nR4-01,1|11,1,1|4
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.04,nR4-01,1|11,1,1|4
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.05,nR4-01,1|11,1,1|4
