cnae,grupo,subgrupo,area_min,area_max,observacao
2815-1/01,ID3,ID3-12,0,,09.12.12
2815-1/02,ID3,ID3-12,0,,09.12.12
2821-6/01,nR1,nR1-09,0,350,07.09.17
2821-6/01,nR2,nR2-09,350.01,,07.09.17
2821-6/02,ID3,ID3-12,0,,09.12.18
2822-4/01,nR2,nR2-09,0,,07.09.12
2822-4/02,ID3,ID3-12,0,,09.12.18
2823-2/00,ID3,ID3-12,0,,09.12.12
2824-1/01,ID3,ID3-12,0,,09.12.18
2824-1/02,ID3,ID3-12,0,,09.12.20
2825-9/00,ID3,ID3-12,0,,09.12.18
2829-1/01,ID1,ID1-12,0,,09.12.01
2829-1/99,nR1,nR1-09,0,350,07.09.17
2829-1/99,nR2,nR2-09,350.01,,07.09.17
2831-3/00,ID3,ID3-12,0,,09.12.15
2832-1/00,ID3,ID3-12,0,,09.12.15
2833-0/00,ID3,ID3-12,0,,09.12.15
2840-2/00,ID3,ID3-12,0,,09.12.16
2851-8/00,ID3,ID3-12,0,,09.12.18
2852-6/00,ID3,ID3-12,0,,09.12.18
2853-4/00,ID3,ID3-12,0,,09.12.18
2854-2/00,ID3,ID3-12,0,,09.12.17
2861-5/00,ID3,ID3-12,0,,09.12.18
2862-3/00,ID3,ID3-12,0,,09.12.18
2863-1/00,ID3,ID3-12,0,,09.12.18
2864-0/00,ID3,ID3-12,0,,09.12.18
2865-8/00,ID3,ID3-12,0,,09.12.18
2866-6/00,ID3,ID3-12,0,,09.12.18
2869-1/00,ID3,ID3-12,0,,09.12.18
2910-7/01,ID3,ID3-20,0,,09.20.01
2910-7/02,ID3,ID3-20,0,,09.20.01
2910-7/03,ID2,ID2-12,0,,09.12.12
2920-4/01,ID3,ID3-20,0,,09.20.02
2920-4/02,ID3,ID3-20,0,,09.20.02
2930-1/01,ID3,ID3-20,0,,09.20.03
2930-1/02,ID3,ID3-20,0,,09.20.03
2930-1/03,ID3,ID3-20,0,,09.20.03
2941-7/00,ID3,ID3-12,0,,09.12.12
2942-5/00,ID2,ID2-12,0,,09.12.10
2943-3/00,ID2,ID2-12,0,,09.12.10
2944-1/00,ID2,ID2-12,0,,09.12.10
2945-0/00,ID3,ID3-12,0,,09.12.12
2949-2/01,ID2,ID2-15,0,,09.15.06
2949-2/99,ID3,ID3-13,0,,09.13.03
2950-6/00,ID2,ID2-12,0,,09.12.11
3011-3/01,ID3,ID3-20,0,,09.20.04
3011-3/02,ID3,ID3-20,0,,09.20.04
3012-1/00,ID3,ID3-20,0,,09.20.04
3031-8/00,ID3,ID3-20,0,,09.20.05
3032-6/00,ID3,ID3-20,0,,09.20.05
3041-5/00,ID3,ID3-20,0,,09.20.06
3042-3/00,ID3,ID3-20,0,,09.20.06
3050-4/00,ID3,ID3-20,0,,09.20.01
3091-1/01,ID3,ID3-20,0,,09.20.01
3091-1/02,ID3,ID3-12,0,,09.12.12
3092-0/00,ID3,ID3-20,0,,09.20.07
3099-7/00,ID3,ID3-20,0,,09.20.07
3101-2/00,nR2,nR2-09,0,,07.09.08
3102-1/00,nR2,nR2-09,0,,07.09.14
3103-9/00,nR1,nR1-09,0,,07.09.01
3104-7/00,nR1,nR1-09,0,350,07.09.17
3104-7/00,nR2,nR2-09,350.01,,07.09.17
3211-6/01,nR1,nR1-09,0,350,07.09.17
3211-6/01,nR2,nR2-09,350.01,,07.09.17
3211-6/02,nR1,nR1-09,0,350,07.09.17
3211-6/02,nR2,nR2-09,350.01,,07.09.17
3211-6/03,nR1,nR1-09,0,350,07.09.17
3211-6/03,nR2,nR2-09,350.01,,07.09.17
3212-4/00,nR1,nR1-09,0,350,07.09.17
3212-4/00,nR2,nR2-09,350.01,,07.09.17
3220-5/00,nR1,nR1-09,0,350,07.09.17
3220-5/00,nR2,nR2-09,350.01,,07.09.17
3230-2/00,ID3,ID3-12,0,,09.12.18
3240-0/01,ID3,ID3-12,0,,09.12.18
3240-0/02,nR2,nR2-09,0,,07.09.08
3240-0/03,nR2,nR2-09,0,,07.09.08
3240-0/99,nR1,nR1-09,0,350,07.09.17
3240-0/99,nR2,nR2-09,350.01,,07.09.17
3250-7/01,ID1,ID1-12,0,,09.12.05
3250-7/02,ID2,ID2-15,0,,09.15.02
3250-7/03,ID1,ID1-12,0,,09.12.05
3250-7/04,ID1,ID1-12,0,,09.12.05
3250-7/05,nR1,nR1-09,0,350,07.09.17
3250-7/05,nR2,nR2-09,350.01,,07.09.17
3250-7/06,nR1,nR1-05,0,500,07.05.09
3250-7/06,nR2,nR2-05,500.01,,07.05.09
3250-7/07,nR1,nR1-09,0,,07.09.17
3250-7/09,nR1,nR1-09,0,350,07.09.17
3250-7/09,nR2,nR2-09,350.01,,07.09.17
3291-4/00,nR1,nR1-09,0,350,07.09.17
3291-4/00,nR2,nR2-09,350.01,,07.09.17
3292-2/01,nR1,nR1-09,0,,07.09.05
3292-2/02,ID2,ID2-18,0,,09.18.01
3299-0/01,ID3,ID3-12,0,,09.12.18
3299-0/02,nR1,nR1-09,0,350,07.09.17
3299-0/02,nR2,nR2-09,350.01,,07.09.17
3299-0/03,nR2,nR2-09,0,,07.09.09
3299-0/04,nR2,nR2-09,0,,07.09.09
3299-0/05,ID2,ID2-11,0,,09.11.09
3299-0/06,ID3,ID3-19,0,,09.19.20
3299-0/99,nR1,nR1-09,0,350,07.09.17
3299-0/99,nR2,nR2-09,350.01,,07.09.17
3311-2/00,nR1,nR1-09,0,350,07.09.17
3311-2/00,nR2,nR2-09,350.01,,07.09.17
3312-1/02,nR2,nR2-09,0,,07.09.12
3312-1/03,nR2,nR2-09,0,,07.09.12
3312-1/04,nR2,nR2-09,0,,07.09.12
3313-9/01,nR2,nR2-09,0,,07.09.12
3313-9/02,nR2,nR2-09,0,,07.09.12
3313-9/99,nR2,nR2-09,0,,07.09.12
3314-7/01,nR2,nR2-09,0,,07.09.12
3314-7/02,nR2,nR2-09,0,,07.09.12
3314-7/03,nR2,nR2-09,0,,07.09.12
3314-7/04,nR2,nR2-09,0,,07.09.12
3314-7/05,nR2,nR2-09,0,,07.09.12
3314-7/06,nR2,nR2-09,0,,07.09.12
3314-7/07,nR2,nR2-09,0,,07.09.12
3314-7/08,nR2,nR2-09,0,,07.09.12
3314-7/09,nR1,nR1-09,0,350,07.09.17
3314-7/09,nR2,nR2-09,350.01,,07.09.17
3314-7/10,nR2,nR2-09,0,,07.09.12
3314-7/11,nR2,nR2-09,0,,07.09.12
3314-7/12,nR2,nR2-09,0,,07.09.12
3314-7/13,nR2,nR2-09,0,,07.09.12
3314-7/14,nR2,nR2-09,0,,07.09.12
3314-7/15,nR2,nR2-09,0,,07.09.12
3314-7/16,nR2,nR2-09,0,,07.09.12
3314-7/17,nR2,nR2-09,0,,07.09.12
3314-7/18,nR2,nR2-09,0,,07.09.12
3314-7/19,nR2,nR2-09,0,,07.09.12
3314-7/20,nR2,nR2-09,0,,07.09.12
3314-7/21,nR2,nR2-09,0,,07.09.12
3314-7/22,nR2,nR2-09,0,,07.09.12
3314-7/99,nR2,nR2-09,0,,07.09.12
3315-5/00,nR1,nR1-09,0,350,07.09.17
3315-5/00,nR2,nR2-09,350.01,,07.09.17
3316-3/01,nR1,nR1-09,0,350,07.09.17
3316-3/01,nR2,nR2-09,350.01,,07.09.17
3316-3/02,nR1,nR1-09,0,350,07.09.17
3316-3/02,nR2,nR2-09,350.01,,07.09.17
3317-1/01,nR1,nR1-09,0,350,07.09.17
3317-1/01,nR2,nR2-09,350.01,,07.09.17
3317-1/02,nR1,nR1-09,0,350,07.09.17
3317-1/02,nR2,nR2-09,350.01,,07.09.17
3319-8/00,nR1,nR1-09,0,350,07.09.17
3319-8/00,nR2,nR2-09,350.01,,07.09.17
3321-0/00,nR2,nR2-09,0,,07.09.12
3329-5/01,nR2,nR2-09,0,,07.09.08
3329-5/99,nR1,nR1-09,0,350,07.09.17
3329-5/99,nR2,nR2-09,350.01,,07.09.17
3511-5/01,nR4,nR4-01,0,,08.01.01
3511-5/02,nR1,nR1-12,0,1250,07.12.13
3511-5/02,nR2,nR2-12,1250.01,,07.12.13
3512-3/00,nR1,nR1-12,0,1250,07.12.13
3512-3/00,nR2,nR2-12,1250.01,,07.12.13
3513-1/00,nR1,nR1-12,0,1250,07.12.13
3513-1/00,nR2,nR2-12,1250.01,,07.12.13
3514-0/00,nR2,nR2-11,0,,07.11.01
3520-4/01,ID3,ID3-17,0,,09.17.06
3520-4/02,ID3,ID3-17,0,,09.17.10
3530-1/00,ID3,ID3-10,0,,09.10.07
3600-6/01,nR4,nR4-02,0,,08.02.01
3600-6/02,nR1,nR1-08,0,500,07.08.02
3600-6/02,nR2,nR2-08,500.01,5000,07.08.02
3600-6/02,nR3,nR3-08,5000.01,,07.08.02
3701-1/00,nR2,nR2-11,0,,07.11.01
3702-9/00,nR4,nR4-02,0,,08.02.05
3811-4/00,nR1,nR1-08,0,500,07.08.02
3811-4/00,nR2,nR2-08,500.01,5000,07.08.02
3811-4/00,nR3,nR3-08,5000.01,,07.08.02
3812-2/00,nR1,nR1-08,0,500,07.08.02
3812-2/00,nR2,nR2-08,500.01,5000,07.08.02
3812-2/00,nR3,nR3-08,5000.01,,07.08.02
3821-1/00,nR4,nR4-03,0,,08.03.05
3822-0/00,nR4,nR4-03,0,,08.03.05
3831-9/01,nR2,nR2-09,0,,07.09.14
3831-9/99,nR2,nR2-09,0,,07.09.14
3832-7/00,nR1,nR1-09,0,350,07.09.17
3832-7/00,nR2,nR2-09,350.01,,07.09.17
3839-4/01,ID3,ID3-19,0,,09.19.05
3839-4/99,nR2,nR2-09,0,,07.09.08
3900-5/00,nR4,nR4-03,0,,08.03.05
4110-7/00,nR1,nR1-12,0,1250,07.12.13
4110-7/00,nR2,nR2-12,1250.01,,07.12.13
4120-4/00,nR1,nR1-12,0,1250,07.12.13
4120-4/00,nR2,nR2-12,1250.01,,07.12.13
4211-1/01,nR1,nR1-12,0,1250,07.12.13
4211-1/01,nR2,nR2-12,1250.01,,07.12.13
4211-1/02,nR1,nR1-12,0,1250,07.12.13
4211-1/02,nR2,nR2-12,1250.01,,07.12.13
4212-0/00,nR1,nR1-12,0,1250,07.12.13
4212-0/00,nR2,nR2-12,1250.01,,07.12.13
4213-8/00,nR1,nR1-12,0,1250,07.12.13
4213-8/00,nR2,nR2-12,1250.01,,07.12.13
4221-9/01,nR1,nR1-12,0,1250,07.12.13
4221-9/01,nR2,nR2-12,1250.01,,07.12.13
4221-9/02,nR1,nR1-12,0,1250,07.12.13
4221-9/02,nR2,nR2-12,1250.01,,07.12.13
4221-9/03,nR1,nR1-12,0,1250,07.12.13
4221-9/03,nR2,nR2-12,1250.01,,07.12.13
4221-9/04,nR1,nR1-12,0,1250,07.12.13
4221-9/04,nR2,nR2-12,1250.01,,07.12.13
4221-9/05,nR1,nR1-12,0,1250,07.12.13
4221-9/05,nR2,nR2-12,1250.01,,07.12.13
4222-7/01,nR1,nR1-12,0,1250,07.12.13
4222-7/01,nR2,nR2-12,1250.01,,07.12.13
4222-7/02,nR1,nR1-12,0,1250,07.12.13
4222-7/02,nR2,nR2-12,1250.01,,07.12.13
4223-5/00,nR1,nR1-12,0,1250,07.12.13
4223-5/00,nR2,nR2-12,1250.01,,07.12.13
4291-0/00,nR1,nR1-12,0,1250,07.12.13
4291-0/00,nR2,nR2-12,1250.01,,07.12.13
4292-8/01,nR2,nR2-09,0,,07.09.14
4292-8/02,nR1,nR1-12,0,1250,07.12.13
4292-8/02,nR2,nR2-12,1250.01,,07.12.13
4299-5/01,nR1,nR1-12,0,1250,07.12.13
4299-5/01,nR2,nR2-12,1250.01,,07.12.13
4299-5/99,nR1,nR1-12,0,1250,07.12.13
4299-5/99,nR2,nR2-12,1250.01,,07.12.13
4311-8/01,nR1,nR1-12,0,1250,07.12.13
4311-8/01,nR2,nR2-12,1250.01,,07.12.13
4311-8/02,nR1,nR1-12,0,1250,07.12.13
4311-8/02,nR2,nR2-12,1250.01,,07.12.13
4312-6/00,nR1,nR1-12,0,1250,07.12.13
4312-6/00,nR2,nR2-12,1250.01,,07.12.13
4313-4/00,nR1,nR1-12,0,1250,07.12.13
4313-4/00,nR2,nR2-12,1250.01,,07.12.13
4319-3/00,nR1,nR1-12,0,1250,07.12.13
4319-3/00,nR2,nR2-12,1250.01,,07.12.13
4321-5/00,nR1,nR1-09,0,,07.09.04
4322-3/01,nR1,nR1-09,0,,07.09.04
4322-3/02,nR1,nR1-09,0,,07.09.04
4322-3/03,nR1,nR1-09,0,,07.09.04
4329-1/01,nR1,nR1-09,0,350,07.09.17
4329-1/01,nR2,nR2-09,350.01,,07.09.17
4329-1/02,nR1,nR1-12,0,1250,07.12.13
4329-1/02,nR2,nR2-12,1250.01,,07.12.13
4329-1/03,nR1,nR1-09,0,,07.09.04
4329-1/04,nR1,nR1-09,0,,07.09.04
4329-1/05,nR1,nR1-09,0,,07.09.04
4329-1/99,nR1,nR1-09,0,,07.09.04
4330-4/01,nR1,nR1-09,0,,07.09.04
4330-4/02,nR1,nR1-09,0,,07.09.04
4330-4/03,nR1,nR1-09,0,,07.09.04
4330-4/04,nR1,nR1-09,0,,07.09.04
4330-4/05,nR1,nR1-09,0,,07.09.04
4330-4/99,nR1,nR1-09,0,,07.09.04
4391-6/00,nR1,nR1-12,0,1250,07.12.13
4391-6/00,nR2,nR2-12,1250.01,,07.12.13
4399-1/01,nR1,nR1-12,0,1250,07.12.13
4399-1/01,nR2,nR2-12,1250.01,,07.12.13
4399-1/02,nR1,nR1-12,0,1250,07.12.13
4399-1/02,nR2,nR2-12,1250.01,,07.12.13
4399-1/03,nR1,nR1-12,0,1250,07.12.13
4399-1/03,nR2,nR2-12,1250.01,,07.12.13
4399-1/04,nR1,nR1-08,0,500,07.08.08
4399-1/04,nR2,nR2-08,500.01,5000,07.08.08
4399-1/04,nR3,nR3-08,5000.01,,07.08.08
4399-1/05,nR1,nR1-12,0,1250,07.12.13
4399-1/05,nR2,nR2-12,1250.01,,07.12.13
4399-1/99,nR1,nR1-12,0,1250,07.12.13
4399-1/99,nR2,nR2-12,1250.01,,07.12.13
4511-1/01,nR2,nR2-04,0,,07.04.13
4511-1/02,nR2,nR2-04,0,,07.04.13
4511-1/03,nR2,nR2-04,0,,07.04.13
4511-1/04,nR2,nR2-04,0,,07.04.13
4511-1/05,nR2,nR2-04,0,,07.04.13
4511-1/06,nR2,nR2-04,0,,07.04.13
4512-9/01,nR1,nR1-12,0,350,07.12.04
4512-9/01,nR2,nR2-12,350.01,,07.12.04
4512-9/02,nR2,nR2-04,0,,07.04.13
4520-0/01,nR2,nR2-09,0,,07.09.10
4520-0/02,nR2,nR2-09,0,,07.09.10
4520-0/03,nR2,nR2-09,0,,07.09.10
4520-0/04,nR2,nR2-09,0,,07.09.10
4520-0/05,nR2,nR2-09,0,,07.09.10
4520-0/06,nR2,nR2-09,0,,07.09.10
4520-0/07,nR2,nR2-09,0,,07.09.10
4520-0/08,nR2,nR2-09,0,,07.09.10
4530-7/01,nR2,nR2-04,0,,07.04.13
4530-7/02,nR2,nR2-04,0,,07.04.11
4530-7/03,nR2,nR2-04,0,,07.04.09
4530-7/04,nR2,nR2-04,0,,07.04.09
4530-7/05,nR2,nR2-04,0,,07.04.11
4530-7/06,nR1,nR1-12,0,350,07.12.04
4530-7/06,nR2,nR2-12,350.01,,07.12.04
4541-2/01,nR2,nR2-04,0,,07.04.10
4541-2/02,nR2,nR2-04,0,,07.04.10
4541-2/03,nR2,nR2-04,0,,07.04.10
4541-2/04,nR2,nR2-04,0,,07.04.10
4541-2/06,nR2,nR2-04,0,,07.04.10
4541-2/07,nR2,nR2-04,0,,07.04.10
4542-1/01,nR1,nR1-12,0,350,07.12.04
4542-1/01,nR2,nR2-12,350.01,,07.12.04
4542-1/02,nR2,nR2-04,0,,07.04.10
4543-9/00,nR2,nR2-09,0,,07.09.10
4611-7/00,nR1,nR1-12,0,350,07.12.04
4611-7/00,nR2,nR2-12,350.01,,07.12.04
4612-5/00,nR1,nR1-12,0,350,07.12.04
4612-5/00,nR2,nR2-12,350.01,,07.12.04
4613-3/00,nR1,nR1-12,0,350,07.12.04
4613-3/00,nR2,nR2-12,350.01,,07.12.04
4614-1/00,nR1,nR1-12,0,350,07.12.04
4614-1/00,nR2,nR2-12,350.01,,07.12.04
4615-0/00,nR1,nR1-12,0,350,07.12.04
4615-0/00,nR2,nR2-12,350.01,,07.12.04
4616-8/00,nR1,nR1-12,0,350,07.12.04
4616-8/00,nR2,nR2-12,350.01,,07.12.04
4617-6/00,nR1,nR1-12,0,350,07.12.04
4617-6/00,nR2,nR2-12,350.01,,07.12.04
4618-4/01,nR1,nR1-12,0,350,07.12.04
4618-4/01,nR2,nR2-12,350.01,,07.12.04
4618-4/02,nR1,nR1-12,0,350,07.12.04
4618-4/02,nR2,nR2-12,350.01,,07.12.04
4618-4/03,nR1,nR1-12,0,350,07.12.04
4618-4/03,nR2,nR2-12,350.01,,07.12.04
4618-4/99,nR1,nR1-12,0,350,07.12.04
4618-4/99,nR2,nR2-12,350.01,,07.12.04
4619-2/00,nR1,nR1-12,0,350,07.12.04
4619-2/00,nR2,nR2-12,350.01,,07.12.04
4621-4/00,nR1,nR1-01,0,350,07.01.07
4621-4/00,nR2,nR2-01,350.01,,07.01.07
4622-2/00,nR1,nR1-01,0,350,07.01.07
4622-2/00,nR2,nR2-01,350.01,,07.01.07
4623-1/01,nR2,nR2-04,0,,07.04.17
4623-1/02,nR2,nR2-04,0,,07.04.17
4623-1/03,nR2,nR2-04,0,,07.04.17
4623-1/04,nR2,nR2-04,0,,07.04.17
4623-1/05,nR1,nR1-01,0,350,07.01.07
4623-1/05,nR2,nR2-01,350.01,,07.01.07
4623-1/06,nR1,nR1-03,0,350,07.03.01
4623-1/06,nR2,nR2-03,350.01,,07.03.01
4623-1/07,nR1,nR1-01,0,350,07.01.07
4623-1/07,nR2,nR2-01,350.01,,07.01.07
4623-1/08,nR1,nR1-01,0,350,07.01.07
4623-1/08,nR2,nR2-01,350.01,,07.01.07
4623-1/09,nR1,nR1-01,0,350,07.01.07
4623-1/09,nR2,nR2-01,350.01,,07.01.07
4623-1/99,nR1,nR1-01,0,350,07.01.07
4623-1/99,nR2,nR2-01,350.01,,07.01.07
4631-1/00,nR1,nR1-01,0,350,07.01.07
4631-1/00,nR2,nR2-01,350.01,,07.01.07
4632-0/01,nR1,nR1-01,0,350,07.01.07
4632-0/01,nR2,nR2-01,350.01,,07.01.07
4632-0/02,nR1,nR1-01,0,350,07.01.07
4632-0/02,nR2,nR2-01,350.01,,07.01.07
4632-0/03,nR1,nR1-01,0,350,07.01.07
4632-0/03,nR2,nR2-01,350.01,,07.01.07
4633-8/01,nR1,nR1-01,0,350,07.01.07
4633-8/01,nR2,nR2-01,350.01,,07.01.07
4633-8/02,nR1,nR1-01,0,350,07.01.07
4633-8/02,nR2,nR2-01,350.01,,07.01.07
4633-8/03,nR1,nR1-01,0,350,07.01.01
4633-8/03,nR2,nR2-01,350.01,,07.01.01
4634-6/01,nR1,nR1-01,0,350,07.01.01
4634-6/01,nR2,nR2-01,350.01,,07.01.01
4634-6/02,nR1,nR1-01,0,350,07.01.01
4634-6/02,nR2,nR2-01,350.01,,07.01.01
4634-6/03,nR1,nR1-01,0,350,07.01.01
4634-6/03,nR2,nR2-01,350.01,,07.01.01
4634-6/99,nR1,nR1-01,0,350,07.01.01
4634-6/99,nR2,nR2-01,350.01,,07.01.01
4635-4/01,nR1,nR1-01,0,350,07.01.04
4635-4/01,nR2,nR2-01,350.01,,07.01.04
4635-4/02,nR1,nR1-01,0,350,07.01.04
4635-4/02,nR2,nR2-01,350.01,,07.01.04
4635-4/03,nR1,nR1-01,0,350,07.01.04
4635-4/03,nR2,nR2-01,350.01,,07.01.04
4635-4/99,nR1,nR1-01,0,350,07.01.04
4635-4/99,nR2,nR2-01,350.01,,07.01.04
4636-2/01,nR1,nR1-03,0,350,07.03.07
4636-2/01,nR2,nR2-03,350.01,,07.03.07
4636-2/02,nR1,nR1-03,0,350,07.03.07
4636-2/02,nR2,nR2-03,350.01,,07.03.07
4637-1/01,nR1,nR1-01,0,350,07.01.07
4637-1/01,nR2,nR2-01,350.01,,07.01.07
4637-1/02,nR1,nR1-01,0,350,07.01.07
4637-1/02,nR2,nR2-01,350.01,,07.01.07
4637-1/03,nR1,nR1-01,0,350,07.01.07
4637-1/03,nR2,nR2-01,350.01,,07.01.07
4637-1/04,nR1,nR1-01,0,350,07.01.07
4637-1/04,nR2,nR2-01,350.01,,07.01.07
4637-1/05,nR1,nR1-01,0,350,07.01.07
4637-1/05,nR2,nR2-01,350.01,,07.01.07
4637-1/06,nR1,nR1-01,0,350,07.01.07
4637-1/06,nR2,nR2-01,350.01,,07.01.07
4637-1/07,nR1,nR1-01,0,350,07.01.07
4637-1/07,nR2,nR2-01,350.01,,07.01.07
4637-1/99,nR1,nR1-01,0,350,07.01.07
4637-1/99,nR2,nR2-01,350.01,,07.01.07
4639-7/01,nR1,nR1-01,0,350,07.01.07
4639-7/01,nR2,nR2-01,350.01,,07.01.07
4639-7/02,nR1,nR1-01,0,350,07.01.07
4639-7/02,nR2,nR2-01,350.01,,07.01.07
4641-9/01,nR1,nR1-03,0,350,07.03.03
4641-9/01,nR2,nR2-03,350.01,,07.03.03
4641-9/02,nR1,nR1-03,0,350,07.03.03
4641-9/02,nR2,nR2-03,350.01,,07.03.03
4641-9/03,nR1,nR1-03,0,350,07.03.01
4641-9/03,nR2,nR2-03,350.01,,07.03.01
4642-7/01,nR1,nR1-03,0,350,07.03.03
4642-7/01,nR2,nR2-03,350.01,,07.03.03
4642-7/02,nR1,nR1-03,0,350,07.03.03
4642-7/02,nR2,nR2-03,350.01,,07.03.03
4643-5/01,nR1,nR1-03,0,350,07.03.03
4643-5/01,nR2,nR2-03,350.01,,07.03.03
4643-5/02,nR1,nR1-03,0,350,07.03.03
4643-5/02,nR2,nR2-03,350.01,,07.03.03
4644-3/01,nR1,nR1-03,0,350,07.03.09
4644-3/01,nR2,nR2-03,350.01,,07.03.09
4644-3/02,nR2,nR2-04,0,,07.04.06
4645-1/01,nR2,nR2-04,0,,07.04.02
4645-1/02,nR2,nR2-04,0,,07.04.17
4645-1/03,nR2,nR2-04,0,,07.04.02
4646-0/01,nR1,nR1-03,0,350,07.03.09
4646-0/01,nR2,nR2-03,350.01,,07.03.09
4646-0/02,nR1,nR1-03,0,350,07.03.09
4646-0/02,nR2,nR2-03,350.01,,07.03.09
4647-8/01,nR1,nR1-03,0,350,07.03.02
4647-8/01,nR2,nR2-03,350.01,,07.03.02
4647-8/02,nR1,nR1-03,0,350,07.03.02
4647-8/02,nR2,nR2-03,350.01,,07.03.02
4649-4/01,nR1,nR1-03,0,350,07.03.08
4649-4/01,nR2,nR2-03,350.01,,07.03.08
4649-4/02,nR1,nR1-03,0,350,07.03.08
4649-4/02,nR2,nR2-03,350.01,,07.03.08
4649-4/03,nR2,nR2-04,0,,07.04.10
4649-4/04,nR1,nR1-03,0,350,07.03.05
4649-4/04,nR2,nR2-03,350.01,,07.03.05
4649-4/05,nR1,nR1-03,0,350,07.03.05
4649-4/05,nR2,nR2-03,350.01,,07.03.05
4649-4/06,nR1,nR1-03,0,350,07.03.05
4649-4/06,nR2,nR2-03,350.01,,07.03.05
4649-4/07,nR1,nR1-03,0,350,07.03.07
4649-4/07,nR2,nR2-03,350.01,,07.03.07
4649-4/08,nR1,nR1-03,0,350,07.03.04
4649-4/08,nR2,nR2-03,350.01,,07.03.04
4649-4/09,nR1,nR1-03,0,350,07.03.04
4649-4/09,nR2,nR2-03,350.01,,07.03.04
4649-4/10,nR1,nR1-03,0,350,07.03.06
4649-4/10,nR2,nR2-03,350.01,,07.03.06
4649-4/99,nR1,nR1-03,0,350,07.03.11
4649-4/99,nR2,nR2-03,350.01,,07.03.11
4651-6/01,nR1,nR1-03,0,350,07.03.02
4651-6/01,nR2,nR2-03,350.01,,07.03.02
4651-6/02,nR1,nR1-03,0,350,07.03.02
4651-6/02,nR2,nR2-03,350.01,,07.03.02
4652-4/00,nR1,nR1-03,0,350,07.03.11
4652-4/00,nR2,nR2-03,350.01,,07.03.11
4661-3/00,nR2,nR2-04,0,,07.04.08
4662-1/00,nR2,nR2-04,0,,07.04.08
4663-0/00,nR2,nR2-04,0,,07.04.08
4664-8/00,nR2,nR2-04,0,,07.04.02
4665-6/00,nR2,nR2-04,0,,07.04.08
4669-9/01,nR2,nR2-04,0,,07.04.08
4669-9/99,nR2,nR2-04,0,,07.04.08
4671-1/00,nR2,nR2-04,0,,07.04.05
4672-9/00,nR2,nR2-04,0,,07.04.05
4673-7/00,nR2,nR2-04,0,,07.04.05
4674-5/00,nR2,nR2-04,0,,07.04.05
4679-6/01,nR2,nR2-04,0,,07.04.05
4679-6/02,nR2,nR2-04,0,,07.04.17
4679-6/03,nR1,nR1-03,0,350,07.03.05
4679-6/03,nR2,nR2-03,350.01,,07.03.05
4679-6/04,nR2,nR2-04,0,,07.04.05
4679-6/99,nR2,nR2-04,0,,07.04.05
4681-8/01,nR2,nR2-04,0,,07.04.12
4681-8/02,nR2,nR2-04,0,,07.04.12
4681-8/03,nR2,nR2-04,0,,07.04.12
4681-8/04,nR2,nR2-04,0,,07.04.12
4681-8/05,nR2,nR2-04,0,,07.04.12
4682-6/00,nR1,nR1-04,0,0,07.04.16
4682-6/00,nR2,nR2-04,0.01,,07.04.16
4683-4/00,nR2,nR2-04,0,,07.04.14
4684-2/01,nR2,nR2-04,0,,07.04.14
4684-2/02,nR2,nR2-04,0,,07.04.14
4684-2/99,nR2,nR2-04,0,,07.04.14
4685-1/00,nR2,nR2-04,0,,07.04.05
4686-9/01,nR2,nR2-04,0,,07.04.17
4686-9/02,nR2,nR2-04,0,,07.04.17
4687-7/01,nR2,nR2-04,0,,07.04.15
4687-7/02,nR2,nR2-04,0,,07.04.15
4687-7/03,nR2,nR2-04,0,,07.04.15
4689-3/01,nR1,nR1-03,0,350,07.03.06
4689-3/01,nR2,nR2-03,350.01,,07.03.06
4689-3/02,nR1,nR1-03,0,350,07.03.03
4689-3/02,nR2,nR2-03,350.01,,07.03.03
4689-3/99,nR1,nR1-03,0,350,07.03.11
4689-3/99,nR2,nR2-03,350.01,,07.03.11
4691-5/00,nR1,nR1-01,0,350,07.01.07
4691-5/00,nR2,nR2-01,350.01,,07.01.07
4692-3/00,nR2,nR2-04,0,,07.04.06
4693-1/00,nR1,nR1-03,0,350,07.03.11
4693-1/00,nR2,nR2-03,350.01,,07.03.11
4711-3/01,nR2,nR2-01,0,,07.01.06
4711-3/02,nR2,nR2-01,0,,07.01.06
4712-1/00,nR1,nR1-01,0,350,07.01.05
4712-1/00,nR2,nR2-01,350.01,,07.01.05
4713-0/02,nR1,nR1-03,0,350,07.03.01
4713-0/02,nR2,nR2-03,350.01,,07.03.01
4713-0/04,nR1,nR1-03,0,1250,07.03.10
4713-0/04,nR2,nR2-03,1250.01,,07.03.10
4713-0/05,nR1,nR1-03,0,1250,07.03.10
4713-0/05,nR2,nR2-03,1250.01,,07.03.10
4721-1/02,nR1,nR1-01,0,350,07.01.05
4721-1/02,nR2,nR2-01,350.01,,07.01.05
4721-1/03,nR1,nR1-01,0,350,07.01.05
4721-1/03,nR2,nR2-01,350.01,,07.01.05
4721-1/04,nR1,nR1-01,0,350,07.01.05
4721-1/04,nR2,nR2-01,350.01,,07.01.05
4722-9/01,nR1,nR1-01,0,350,07.01.01
4722-9/01,nR2,nR2-01,350.01,,07.01.01
4722-9/02,nR1,nR1-01,0,350,07.01.01
4722-9/02,nR2,nR2-01,350.01,,07.01.01
4723-7/00,nR1,nR1-01,0,350,07.01.04
4723-7/00,nR2,nR2-01,350.01,,07.01.04
