cnae,grupo,subgrupo,area_min,area_max,observacao
4724-5/00,nR1,nR1-01,0,350,07.01.05
4724-5/00,nR2,nR2-01,350.01,,07.01.05
4729-6/01,nR1,nR1-03,0,350,07.03.07
4729-6/01,nR2,nR2-03,350.01,,07.03.07
4729-6/02,nR1,nR1-01,0,350,07.01.05
4729-6/02,nR2,nR2-01,350.01,,07.01.05
4729-6/99,nR1,nR1-01,0,350,07.01.05
4729-6/99,nR2,nR2-01,350.01,,07.01.05
4731-8/00,nR2,nR2-04,0,,07.04.12
4732-6/00,nR2,nR2-04,0,,07.04.12
4741-5/00,nR2,nR2-04,0,,07.04.05
4742-3/00,nR2,nR2-04,0,,07.04.05
4743-1/00,nR2,nR2-09,0,,07.09.08
4744-0/01,nR2,nR2-04,0,,07.04.05
4744-0/02,nR2,nR2-04,0,,07.04.05
4744-0/03,nR2,nR2-04,0,,07.04.05
4744-0/04,nR2,nR2-04,0,,07.04.05
4744-0/05,nR2,nR2-04,0,,07.04.05
4744-0/06,nR2,nR2-04,0,,07.04.05
4744-0/99,nR2,nR2-04,0,,07.04.05
4751-2/01,nR1,nR1-03,0,350,07.03.02
4751-2/01,nR2,nR2-03,350.01,,07.03.02
4751-2/02,nR1,nR1-09,0,,07.09.07
4752-1/00,nR1,nR1-03,0,350,07.03.11
4752-1/00,nR2,nR2-03,350.01,,07.03.11
4753-9/00,nR1,nR1-03,0,350,07.03.08
4753-9/00,nR2,nR2-03,350.01,,07.03.08
4754-7/01,nR1,nR1-03,0,350,07.03.05
4754-7/01,nR2,nR2-03,350.01,,07.03.05
4754-7/02,nR1,nR1-03,0,350,07.03.11
4754-7/02,nR2,nR2-03,350.01,,07.03.11
4754-7/03,nR1,nR1-03,0,350,07.03.05
4754-7/03,nR2,nR2-03,350.01,,07.03.05
4755-5/01,nR1,nR1-03,0,350,07.03.03
4755-5/01,nR2,nR2-03,350.01,,07.03.03
4755-5/02,nR1,nR1-03,0,350,07.03.01
4755-5/02,nR2,nR2-03,350.01,,07.03.01
4755-5/03,nR1,nR1-03,0,350,07.03.03
4755-5/03,nR2,nR2-03,350.01,,07.03.03
4756-3/00,nR1,nR1-03,0,350,07.03.11
4756-3/00,nR2,nR2-03,350.01,,07.03.11
4757-1/00,nR1,nR1-03,0,350,07.03.08
4757-1/00,nR2,nR2-03,350.01,,07.03.08
4759-8/01,nR1,nR1-03,0,350,07.03.05
4759-8/01,nR2,nR2-03,350.01,,07.03.05
4759-8/99,nR1,nR1-03,0,350,07.03.11
4759-8/99,nR2,nR2-03,350.01,,07.03.11
4761-0/01,nR1,nR1-03,0,350,07.03.02
4761-0/01,nR2,nR2-03,350.01,,07.03.02
4761-0/02,nR1,nR1-03,0,350,07.03.02
4761-0/02,nR2,nR2-03,350.01,,07.03.02
4761-0/03,nR1,nR1-03,0,350,07.03.02
4761-0/03,nR2,nR2-03,350.01,,07.03.02
4762-8/00,nR1,nR1-03,0,350,07.03.07
4762-8/00,nR2,nR2-03,350.01,,07.03.07
4763-6/01,nR1,nR1-03,0,350,07.03.07
4763-6/01,nR2,nR2-03,350.01,,07.03.07
4763-6/02,nR1,nR1-03,0,350,07.03.07
4763-6/02,nR2,nR2-03,350.01,,07.03.07
4763-6/03,nR2,nR2-04,0,,07.04.10
4763-6/04,nR1,nR1-03,0,350,07.03.11
4763-6/04,nR2,nR2-03,350.01,,07.03.11
4763-6/05,nR2,nR2-04,0,,07.04.17
4771-7/01,nR1,nR1-03,0,350,07.03.09
4771-7/01,nR2,nR2-03,350.01,,07.03.09
4771-7/02,nR1,nR1-03,0,350,07.03.09
4771-7/02,nR2,nR2-03,350.01,,07.03.09
4771-7/03,nR1,nR1-03,0,350,07.03.09
4771-7/03,nR2,nR2-03,350.01,,07.03.09
4771-7/04,nR2,nR2-04,0,,07.04.06
4772-5/00,nR1,nR1-03,0,350,07.03.09
4772-5/00,nR2,nR2-03,350.01,,07.03.09
4773-3/00,nR1,nR1-03,0,350,07.03.11
4773-3/00,nR2,nR2-03,350.01,,07.03.11
4774-1/00,nR1,nR1-03,0,350,07.03.07
4774-1/00,nR2,nR2-03,350.01,,07.03.07
4781-4/00,nR1,nR1-03,0,350,07.03.03
4781-4/00,nR2,nR2-03,350.01,,07.03.03
4782-2/01,nR1,nR1-03,0,350,07.03.03
4782-2/01,nR2,nR2-03,350.01,,07.03.03
4782-2/02,nR1,nR1-03,0,350,07.03.03
4782-2/02,nR2,nR2-03,350.01,,07.03.03
4783-1/01,nR1,nR1-03,0,350,07.03.06
4783-1/01,nR2,nR2-03,350.01,,07.03.06
4783-1/02,nR1,nR1-03,0,350,07.03.06
4783-1/02,nR2,nR2-03,350.01,,07.03.06
4784-9/00,nR1,nR1-04,0,0,07.04.16
4784-9/00,nR2,nR2-04,0.01,,07.04.16
4785-7/01,nR1,nR1-03,0,350,07.03.06
4785-7/01,nR2,nR2-03,350.01,,07.03.06
4785-7/99,nR1,nR1-03,0,350,07.03.11
4785-7/99,nR2,nR2-03,350.01,,07.03.11
4789-0/01,nR1,nR1-03,0,350,07.03.01
4789-0/01,nR2,nR2-03,350.01,,07.03.01
4789-0/02,nR1,nR1-03,0,350,07.03.01
4789-0/02,nR2,nR2-03,350.01,,07.03.01
4789-0/03,nR1,nR1-03,0,350,07.03.06
4789-0/03,nR2,nR2-03,350.01,,07.03.06
4789-0/04,nR2,nR2-04,0,,07.04.06
4789-0/05,nR1,nR1-03,0,350,07.03.04
4789-0/05,nR2,nR2-03,350.01,,07.03.04
4789-0/06,nR2,nR2-04,0,,07.04.17
4789-0/07,nR1,nR1-03,0,350,07.03.02
4789-0/07,nR2,nR2-03,350.01,,07.03.02
4789-0/08,nR1,nR1-03,0,350,07.03.07
4789-0/08,nR2,nR2-03,350.01,,07.03.07
4789-0/09,nR2,nR2-04,0,,07.04.01
4789-0/99,nR2,nR2-04,0,,07.04.17
4911-6/00,nR2,nR2-11,0,,07.11.01
4912-4/01,nR2,nR2-11,0,,07.11.01
4912-4/02,nR2,nR2-11,0,,07.11.01
4912-4/03,nR2,nR2-11,0,,07.11.01
4921-3/01,nR1,nR1-08,0,500,07.08.05
4921-3/01,nR2,nR2-08,500.01,5000,07.08.05
4921-3/01,nR3,nR3-08,5000.01,,07.08.05
4921-3/02,nR1,nR1-08,0,500,07.08.05
4921-3/02,nR2,nR2-08,500.01,5000,07.08.05
4921-3/02,nR3,nR3-08,5000.01,,07.08.05
4922-1/01,nR1,nR1-08,0,500,07.08.05
4922-1/01,nR2,nR2-08,500.01,5000,07.08.05
4922-1/01,nR3,nR3-08,5000.01,,07.08.05
4922-1/02,nR1,nR1-08,0,500,07.08.05
4922-1/02,nR2,nR2-08,500.01,5000,07.08.05
4922-1/02,nR3,nR3-08,5000.01,,07.08.05
4922-1/03,nR1,nR1-08,0,500,07.08.05
4922-1/03,nR2,nR2-08,500.01,5000,07.08.05
4922-1/03,nR3,nR3-08,5000.01,,07.08.05
4923-0/01,nR1,nR1-08,0,500,07.08.05
4923-0/01,nR2,nR2-08,500.01,5000,07.08.05
4923-0/01,nR3,nR3-08,5000.01,,07.08.05
4923-0/02,nR1,nR1-08,0,,07.08.01
4924-8/00,nR1,nR1-08,0,500,07.08.05
4924-8/00,nR2,nR2-08,500.01,5000,07.08.05
4924-8/00,nR3,nR3-08,5000.01,,07.08.05
4929-9/01,nR1,nR1-08,0,500,07.08.05
4929-9/01,nR2,nR2-08,500.01,5000,07.08.05
4929-9/01,nR3,nR3-08,5000.01,,07.08.05
4929-9/02,nR1,nR1-08,0,500,07.08.05
4929-9/02,nR2,nR2-08,500.01,5000,07.08.05
4929-9/02,nR3,nR3-08,5000.01,,07.08.05
4929-9/03,nR1,nR1-12,0,350,07.12.04
4929-9/03,nR2,nR2-12,350.01,,07.12.04
4929-9/04,nR1,nR1-12,0,350,07.12.04
4929-9/04,nR2,nR2-12,350.01,,07.12.04
4929-9/99,nR1,nR1-08,0,500,07.08.05
4929-9/99,nR2,nR2-08,500.01,5000,07.08.05
4929-9/99,nR3,nR3-08,5000.01,,07.08.05
4930-2/01,nR1,nR1-08,0,500,07.08.02
4930-2/01,nR2,nR2-08,500.01,5000,07.08.02
4930-2/01,nR3,nR3-08,5000.01,,07.08.02
4930-2/02,nR1,nR1-08,0,500,07.08.02
4930-2/02,nR2,nR2-08,500.01,5000,07.08.02
4930-2/02,nR3,nR3-08,5000.01,,07.08.02
4930-2/03,nR1,nR1-08,0,500,07.08.02
4930-2/03,nR2,nR2-08,500.01,5000,07.08.02
4930-2/03,nR3,nR3-08,5000.01,,07.08.02
4930-2/04,nR1,nR1-08,0,500,07.08.02
4930-2/04,nR2,nR2-08,500.01,5000,07.08.02
4930-2/04,nR3,nR3-08,5000.01,,07.08.02
4940-0/00,nR1,nR1-12,0,1250,07.12.13
4940-0/00,nR2,nR2-12,1250.01,,07.12.13
4950-7/00,nR1,nR1-12,0,1250,07.12.13
4950-7/00,nR2,nR2-12,1250.01,,07.12.13
5011-4/01,nR1,nR1-12,0,1250,07.12.13
5011-4/01,nR2,nR2-12,1250.01,,07.12.13
5011-4/02,nR1,nR1-12,0,1250,07.12.13
5011-4/02,nR2,nR2-12,1250.01,,07.12.13
5012-2/01,nR1,nR1-12,0,1250,07.12.13
5012-2/01,nR2,nR2-12,1250.01,,07.12.13
5012-2/02,nR1,nR1-12,0,1250,07.12.13
5012-2/02,nR2,nR2-12,1250.01,,07.12.13
5021-1/01,nR1,nR1-12,0,1250,07.12.13
5021-1/01,nR2,nR2-12,1250.01,,07.12.13
5021-1/02,nR1,nR1-12,0,1250,07.12.13
5021-1/02,nR2,nR2-12,1250.01,,07.12.13
5022-0/01,nR1,nR1-12,0,1250,07.12.13
5022-0/01,nR2,nR2-12,1250.01,,07.12.13
5022-0/02,nR1,nR1-12,0,1250,07.12.13
5022-0/02,nR2,nR2-12,1250.01,,07.12.13
5030-1/01,nR1,nR1-12,0,1250,07.12.13
5030-1/01,nR2,nR2-12,1250.01,,07.12.13
5030-1/02,nR1,nR1-12,0,1250,07.12.13
5030-1/02,nR2,nR2-12,1250.01,,07.12.13
5030-1/03,nR1,nR1-12,0,1250,07.12.13
5030-1/03,nR2,nR2-12,1250.01,,07.12.13
5091-2/01,nR1,nR1-12,0,1250,07.12.13
5091-2/01,nR2,nR2-12,1250.01,,07.12.13
5091-2/02,nR1,nR1-12,0,1250,07.12.13
5091-2/02,nR2,nR2-12,1250.01,,07.12.13
5099-8/01,nR1,nR1-12,0,350,07.12.04
5099-8/01,nR2,nR2-12,350.01,,07.12.04
5099-8/99,nR1,nR1-12,0,1250,07.12.13
5099-8/99,nR2,nR2-12,1250.01,,07.12.13
5111-1/00,nR1,nR1-12,0,1250,07.12.13
5111-1/00,nR2,nR2-12,1250.01,,07.12.13
5112-9/01,nR1,nR1-08,0,500,07.08.08
5112-9/01,nR2,nR2-08,500.01,5000,07.08.08
5112-9/01,nR3,nR3-08,5000.01,,07.08.08
5112-9/99,nR1,nR1-12,0,1250,07.12.13
5112-9/99,nR2,nR2-12,1250.01,,07.12.13
5120-0/00,nR1,nR1-12,0,1250,07.12.13
5120-0/00,nR2,nR2-12,1250.01,,07.12.13
5130-7/00,nR1,nR1-12,0,1250,07.12.13
5130-7/00,nR2,nR2-12,1250.01,,07.12.13
5211-7/01,nR1,nR1-08,0,500,07.08.03
5211-7/01,nR2,nR2-08,500.01,5000,07.08.03
5211-7/01,nR3,nR3-08,5000.01,,07.08.03
5211-7/02,nR1,nR1-08,0,500,07.08.03
5211-7/02,nR2,nR2-08,500.01,5000,07.08.03
5211-7/02,nR3,nR3-08,5000.01,,07.08.03
5211-7/99,nR1,nR1-08,0,500,07.08.02
5211-7/99,nR2,nR2-08,500.01,5000,07.08.02
5211-7/99,nR3,nR3-08,5000.01,,07.08.02
5212-5/00,nR1,nR1-08,0,500,07.08.03
5212-5/00,nR2,nR2-08,500.01,5000,07.08.03
5212-5/00,nR3,nR3-08,5000.01,,07.08.03
5221-4/00,nR2,nR2-11,0,,07.11.01
5222-2/00,nR2,nR2-11,0,,07.11.01
5223-1/00,nR1,nR1-08,0,500,07.08.05
5223-1/00,nR2,nR2-08,500.01,5000,07.08.05
5223-1/00,nR3,nR3-08,5000.01,,07.08.05
5229-0/01,nR1,nR1-12,0,1250,07.12.13
5229-0/01,nR2,nR2-12,1250.01,,07.12.13
5229-0/02,nR1,nR1-12,0,1250,07.12.13
5229-0/02,nR2,nR2-12,1250.01,,07.12.13
5229-0/99,nR1,nR1-12,0,1250,07.12.13
5229-0/99,nR2,nR2-12,1250.01,,07.12.13
5231-1/01,nR2,nR2-11,0,,07.11.01
5231-1/02,nR2,nR2-11,0,,07.11.01
5231-1/03,nR2,nR2-11,0,,07.11.01
5232-0/00,nR1,nR1-12,0,350,07.12.04
5232-0/00,nR2,nR2-12,350.01,,07.12.04
5239-7/01,nR1,nR1-12,0,1250,07.12.13
5239-7/01,nR2,nR2-12,1250.01,,07.12.13
5239-7/99,nR1,nR1-12,0,1250,07.12.13
5239-7/99,nR2,nR2-12,1250.01,,07.12.13
5240-1/01,nR2,nR2-11,0,,07.11.01
5240-1/99,nR1,nR1-12,0,1250,07.12.13
5240-1/99,nR2,nR2-12,1250.01,,07.12.13
5250-8/01,nR1,nR1-12,0,350,07.12.07
5250-8/01,nR2,nR2-12,350.01,,07.12.07
5250-8/02,nR1,nR1-12,0,350,07.12.07
5250-8/02,nR2,nR2-12,350.01,,07.12.07
5250-8/03,nR1,nR1-12,0,350,07.12.04
5250-8/03,nR2,nR2-12,350.01,,07.12.04
5250-8/04,nR1,nR1-12,0,1250,07.12.13
5250-8/04,nR2,nR2-12,1250.01,,07.12.13
5250-8/05,nR2,nR2-11,0,,07.11.01
5310-5/01,nR2,nR2-11,0,,07.11.04
5310-5/02,nR2,nR2-11,0,,07.11.04
5320-2/01,nR1,nR1-12,0,350,07.12.04
5320-2/01,nR2,nR2-12,350.01,,07.12.04
5320-2/02,nR1,nR1-12,0,350,07.12.04
5320-2/02,nR2,nR2-12,350.01,,07.12.04
5510-8/01,nR1,nR1-13,0,,07.13.01
5510-8/02,nR1,nR1-13,0,,07.13.01
5510-8/03,nR1,nR1-13,0,,07.13.01
5590-6/01,nR1,nR1-13,0,,07.13.01
5590-6/02,nR3,nR3-14,0,,07.14.03
5590-6/03,nR1,nR1-13,0,,07.13.01
5590-6/99,nR1,nR1-13,0,,07.13.01
5611-2/01,nR1,nR1-02,0,350,07.02.02
5611-2/01,nR2,nR2-02,350.01,,07.02.02
5611-2/03,nR1,nR1-02,0,350,07.02.01
5611-2/03,nR2,nR2-02,350.01,,07.02.01
5611-2/04,nR1,nR1-02,0,350,07.02.02
5611-2/04,nR2,nR2-02,350.01,,07.02.02
5611-2/05,nR1,nR1-02,0,350,07.02.02
5611-2/05,nR2,nR2-02,350.01,,07.02.02
5612-1/00,nR1,nR1-02,0,350,07.02.03
5612-1/00,nR2,nR2-02,350.01,,07.02.03
5620-1/01,nR1,nR1-02,0,350,07.02.03
5620-1/01,nR2,nR2-02,350.01,,07.02.03
5620-1/02,nR1,nR1-02,0,350,07.02.03
5620-1/02,nR2,nR2-02,350.01,,07.02.03
5620-1/03,nR1,nR1-02,0,350,07.02.03
5620-1/03,nR2,nR2-02,350.01,,07.02.03
5620-1/04,nR1,nR1-02,0,350,07.02.03
5620-1/04,nR2,nR2-02,350.01,,07.02.03
5811-5/00,nR1,nR1-12,0,350,07.12.09
5811-5/00,nR2,nR2-12,350.01,,07.12.09
5812-3/01,nR1,nR1-12,0,350,07.12.09
5812-3/01,nR2,nR2-12,350.01,,07.12.09
5812-3/02,nR1,nR1-12,0,350,07.12.09
5812-3/02,nR2,nR2-12,350.01,,07.12.09
5813-1/00,nR1,nR1-12,0,350,07.12.09
5813-1/00,nR2,nR2-12,350.01,,07.12.09
5819-1/00,nR1,nR1-12,0,350,07.12.09
5819-1/00,nR2,nR2-12,350.01,,07.12.09
5821-2/00,nR1,nR1-12,0,350,07.12.09
5821-2/00,nR2,nR2-12,350.01,,07.12.09
5822-1/01,nR1,nR1-12,0,350,07.12.09
5822-1/01,nR2,nR2-12,350.01,,07.12.09
5822-1/02,nR1,nR1-12,0,350,07.12.09
5822-1/02,nR2,nR2-12,350.01,,07.12.09
5823-9/00,nR1,nR1-12,0,350,07.12.09
5823-9/00,nR2,nR2-12,350.01,,07.12.09
5829-8/00,nR1,nR1-12,0,350,07.12.09
5829-8/00,nR2,nR2-12,350.01,,07.12.09
5911-1/01,nR1,nR1-12,0,350,07.12.08
5911-1/01,nR2,nR2-12,350.01,,07.12.08
5911-1/02,nR1,nR1-12,0,350,07.12.08
5911-1/02,nR2,nR2-12,350.01,,07.12.08
5911-1/99,nR1,nR1-12,0,350,07.12.08
5911-1/99,nR2,nR2-12,350.01,,07.12.08
5912-0/01,nR1,nR1-12,0,350,07.12.08
5912-0/01,nR2,nR2-12,350.01,,07.12.08
5912-0/02,nR1,nR1-12,0,350,07.12.08
5912-0/02,nR2,nR2-12,350.01,,07.12.08
5912-0/99,nR1,nR1-12,0,350,07.12.08
5912-0/99,nR2,nR2-12,350.01,,07.12.08
5913-8/00,nR1,nR1-12,0,350,07.12.08
5913-8/00,nR2,nR2-12,350.01,,07.12.08
5914-6/00,nR1,nR1-12,0,350,07.12.08
5914-6/00,nR2,nR2-12,350.01,,07.12.08
5920-1/00,nR1,nR1-12,0,350,07.12.08
5920-1/00,nR2,nR2-12,350.01,,07.12.08
6010-1/00,nR1,nR1-12,0,350,07.12.11
6010-1/00,nR2,nR2-12,350.01,,07.12.11
6021-7/00,nR4,nR4-04,0,,08.04.05
6022-5/01,nR4,nR4-04,0,,08.04.05
6022-5/02,nR1,nR1-12,0,1250,07.12.13
6022-5/02,nR2,nR2-12,1250.01,,07.12.13
6110-8/01,nR1,nR1-12,0,350,07.12.11
6110-8/01,nR2,nR2-12,350.01,,07.12.11
6110-8/02,nR1,nR1-12,0,350,07.12.11
6110-8/02,nR2,nR2-12,350.01,,07.12.11
6110-8/03,nR1,nR1-12,0,350,07.12.11
6110-8/03,nR2,nR2-12,350.01,,07.12.11
6110-8/99,nR1,nR1-12,0,350,07.12.11
6110-8/99,nR2,nR2-12,350.01,,07.12.11
6120-5/01,nR1,nR1-12,0,350,07.12.11
6120-5/01,nR2,nR2-12,350.01,,07.12.11
6120-5/02,nR1,nR1-12,0,350,07.12.11
6120-5/02,nR2,nR2-12,350.01,,07.12.11
6120-5/99,nR1,nR1-12,0,350,07.12.11
6120-5/99,nR2,nR2-12,350.01,,07.12.11
6130-2/00,nR1,nR1-12,0,350,07.12.11
6130-2/00,nR2,nR2-12,350.01,,07.12.11
6141-8/00,nR1,nR1-12,0,350,07.12.11
6141-8/00,nR2,nR2-12,350.01,,07.12.11
6142-6/00,nR1,nR1-12,0,350,07.12.11
6142-6/00,nR2,nR2-12,350.01,,07.12.11
6143-4/00,nR1,nR1-12,0,350,07.12.11
6143-4/00,nR2,nR2-12,350.01,,07.12.11
6190-6/01,nR1,nR1-12,0,350,07.12.11
6190-6/01,nR2,nR2-12,350.01,,07.12.11
6190-6/02,nR1,nR1-12,0,350,07.12.11
6190-6/02,nR2,nR2-12,350.01,,07.12.11
6190-6/99,nR1,nR1-12,0,350,07.12.11
6190-6/99,nR2,nR2-12,350.01,,07.12.11
6201-5/01,nR1,nR1-12,0,350,07.12.11
6201-5/01,nR2,nR2-12,350.01,,07.12.11
6201-5/02,nR1,nR1-12,0,350,07.12.11
6201-5/02,nR2,nR2-12,350.01,,07.12.11
6202-3/00,nR1,nR1-12,0,350,07.12.11
6202-3/00,nR2,nR2-12,350.01,,07.12.11
6203-1/00,nR1,nR1-12,0,350,07.12.11
6203-1/00,nR2,nR2-12,350.01,,07.12.11
6204-0/00,nR1,nR1-12,0,350,07.12.11
6204-0/00,nR2,nR2-12,350.01,,07.12.11
6209-1/00,nR1,nR1-12,0,350,07.12.11
6209-1/00,nR2,nR2-12,350.01,,07.12.11
6311-9/00,nR1,nR1-12,0,350,07.12.11
6311-9/00,nR2,nR2-12,350.01,,07.12.11
6319-4/00,nR1,nR1-12,0,350,07.12.11
6319-4/00,nR2,nR2-12,350.01,,07.12.11
6391-7/00,nR1,nR1-12,0,350,07.12.04
6391-7/00,nR2,nR2-12,350.01,,07.12.04
6399-2/00,nR1,nR1-12,0,350,07.12.07
6399-2/00,nR2,nR2-12,350.01,,07.12.07
6410-7/00,nR1,nR1-12,0,350,07.12.05
6410-7/00,nR2,nR2-12,350.01,,07.12.05
6421-2/00,nR1,nR1-12,0,350,07.12.05
6421-2/00,nR2,nR2-12,350.01,,07.12.05
6422-1/00,nR1,nR1-12,0,350,07.12.05
6422-1/00,nR2,nR2-12,350.01,,07.12.05
6423-9/00,nR1,nR1-12,0,350,07.12.05
6423-9/00,nR2,nR2-12,350.01,,07.12.05
6424-7/01,nR1,nR1-12,0,350,07.12.05
6424-7/01,nR2,nR2-12,350.01,,07.12.05
6424-7/02,nR1,nR1-12,0,350,07.12.05
6424-7/02,nR2,nR2-12,350.01,,07.12.05
6424-7/03,nR1,nR1-12,0,350,07.12.05
6424-7/03,nR2,nR2-12,350.01,,07.12.05
6424-7/04,nR1,nR1-12,0,350,07.12.05
6424-7/04,nR2,nR2-12,350.01,,07.12.05
6431-0/00,nR1,nR1-12,0,350,07.12.05
6431-0/00,nR2,nR2-12,350.01,,07.12.05
6432-8/00,nR1,nR1-12,0,350,07.12.05
6432-8/00,nR2,nR2-12,350.01,,07.12.05
6433-6/00,nR1,nR1-12,0,350,07.12.05
6433-6/00,nR2,nR2-12,350.01,,07.12.05
6434-4/00,nR1,nR1-12,0,350,07.12.05
6434-4/00,nR2,nR2-12,350.01,,07.12.05
6435-2/01,nR1,nR1-12,0,350,07.12.05
6435-2/01,nR2,nR2-12,350.01,,07.12.05
6435-2/02,nR1,nR1-12,0,350,07.12.05
6435-2/02,nR2,nR2-12,350.01,,07.12.05
6435-2/03,nR1,nR1-12,0,350,07.12.05
6435-2/03,nR2,nR2-12,350.01,,07.12.05
6436-1/00,nR1,nR1-12,0,350,07.12.05
6436-1/00,nR2,nR2-12,350.01,,07.12.05
6437-9/00,nR1,nR1-12,0,350,07.12.05
6437-9/00,nR2,nR2-12,350.01,,07.12.05
6438-7/01,nR1,nR1-12,0,350,07.12.05
6438-7/01,nR2,nR2-12,350.01,,07.12.05
6438-7/99,nR1,nR1-12,0,350,07.12.05
6438-7/99,nR2,nR2-12,350.01,,07.12.05
6440-9/00,nR1,nR1-12,0,350,07.12.05
6440-9/00,nR2,nR2-12,350.01,,07.12.05
6450-6/00,nR1,nR1-12,0,350,07.12.05
6450-6/00,nR2,nR2-12,350.01,,07.12.05
6461-1/00,nR1,nR1-12,0,1250,07.12.13
6461-1/00,nR2,nR2-12,1250.01,,07.12.13
6462-0/00,nR1,nR1-12,0,1250,07.12.13
6462-0/00,nR2,nR2-12,1250.01,,07.12.13
6463-8/00,nR1,nR1-12,0,1250,07.12.13
6463-8/00,nR2,nR2-12,1250.01,,07.12.13
6470-1/01,nR1,nR1-12,0,350,07.12.05
6470-1/01,nR2,nR2-12,350.01,,07.12.05
6470-1/02,nR1,nR1-12,0,350,07.12.05
6470-1/02,nR2,nR2-12,350.01,,07.12.05
6470-1/03,nR1,nR1-12,0,350,07.12.05
6470-1/03,nR2,nR2-12,350.01,,07.12.05
6491-3/00,nR1,nR1-12,0,350,07.12.05
6491-3/00,nR2,nR2-12,350.01,,07.12.05
6492-1/00,nR1,nR1-12,0,350,07.12.05
6492-1/00,nR2,nR2-12,350.01,,07.12.05
6493-0/00,nR1,nR1-12,0,350,07.12.05
6493-0/00,nR2,nR2-12,350.01,,07.12.05
6499-9/01,nR1,nR1-12,0,350,07.12.05
6499-9/01,nR2,nR2-12,350.01,,07.12.05
6499-9/02,nR1,nR1-12,0,350,07.12.05
6499-9/02,nR2,nR2-12,350.01,,07.12.05
6499-9/03,nR1,nR1-12,0,350,07.12.05
6499-9/03,nR2,nR2-12,350.01,,07.12.05
6499-9/04,nR1,nR1-12,0,350,07.12.05
6499-9/04,nR2,nR2-12,350.01,,07.12.05
6499-9/05,nR1,nR1-12,0,350,07.12.05
6499-9/05,nR2,nR2-12,350.01,,07.12.05
6499-9/99,nR1,nR1-12,0,350,07.12.05
6499-9/99,nR2,nR2-12,350.01,,07.12.05
6511-1/01,nR1,nR1-12,0,1250,07.12.13
6511-1/01,nR2,nR2-12,1250.01,,07.12.13
6511-1/02,nR1,nR1-12,0,1250,07.12.13
6511-1/02,nR2,nR2-12,1250.01,,07.12.13
6512-0/00,nR1,nR1-12,0,1250,07.12.13
6512-0/00,nR2,nR2-12,1250.01,,07.12.13
6520-1/00,nR1,nR1-12,0,1250,07.12.13
6520-1/00,nR2,nR2-12,1250.01,,07.12.13
6530-8/00,nR1,nR1-12,0,1250,07.12.13
6530-8/00,nR2,nR2-12,1250.01,,07.12.13
6541-3/00,nR1,nR1-12,0,1250,07.12.13
6541-3/00,nR2,nR2-12,1250.01,,07.12.13
6542-1/00,nR1,nR1-12,0,1250,07.12.13
6542-1/00,nR2,nR2-12,1250.01,,07.12.13
6550-2/00,nR1,nR1-12,0,1250,07.12.13
6550-2/00,nR2,nR2-12,1250.01,,07.12.13
6611-8/01,nR1,nR1-12,0,350,07.12.05
6611-8/01,nR2,nR2-12,350.01,,07.12.05
6611-8/02,nR1,nR1-12,0,350,07.12.05
6611-8/02,nR2,nR2-12,350.01,,07.12.05
6611-8/03,nR1,nR1-12,0,350,07.12.05
6611-8/03,nR2,nR2-12,350.01,,07.12.05
6611-8/04,nR1,nR1-12,0,350,07.12.05
6611-8/04,nR2,nR2-12,350.01,,07.12.05
6612-6/01,nR1,nR1-12,0,350,07.12.05
6612-6/01,nR2,nR2-12,350.01,,07.12.05
6612-6/02,nR1,nR1-12,0,350,07.12.05
6612-6/02,nR2,nR2-12,350.01,,07.12.05
6612-6/03,nR1,nR1-12,0,350,07.12.05
6612-6/03,nR2,nR2-12,350.01,,07.12.05
6612-6/04,nR1,nR1-12,0,350,07.12.05
6612-6/04,nR2,nR2-12,350.01,,07.12.05
6612-6/05,nR1,nR1-12,0,350,07.12.05
6612-6/05,nR2,nR2-12,350.01,,07.12.05
6613-4/00,nR1,nR1-12,0,350,07.12.05
6613-4/00,nR2,nR2-12,350.01,,07.12.05
6619-3/01,nR1,nR1-12,0,350,07.12.05
6619-3/01,nR2,nR2-12,350.01,,07.12.05
6619-3/02,nR1,nR1-12,0,350,07.12.05
6619-3/02,nR2,nR2-12,350.01,,07.12.05
6619-3/03,nR1,nR1-12,0,350,07.12.05
6619-3/03,nR2,nR2-12,350.01,,07.12.05
6619-3/04,nR1,nR1-12,0,350,07.12.05
6619-3/04,nR2,nR2-12,350.01,,07.12.05
6619-3/05,nR1,nR1-12,0,350,07.12.05
6619-3/05,nR2,nR2-12,350.01,,07.12.05
6619-3/99,nR1,nR1-12,0,350,07.12.05
6619-3/99,nR2,nR2-12,350.01,,07.12.05
6621-5/01,nR1,nR1-12,0,350,07.12.07
6621-5/01,nR2,nR2-12,350.01,,07.12.07
6621-5/02,nR1,nR1-12,0,350,07.12.07
6621-5/02,nR2,nR2-12,350.01,,07.12.07
6622-3/00,nR1,nR1-12,0,350,07.12.14
6622-3/00,nR2,nR2-12,350.01,,07.12.14
6629-1/00,nR1,nR1-12,0,350,07.12.14
6629-1/00,nR2,nR2-12,350.01,,07.12.14
6630-4/00,nR1,nR1-12,0,350,07.12.05
6630-4/00,nR2,nR2-12,350.01,,07.12.05
6810-2/01,nR1,nR1-12,0,350,07.12.03
6810-2/01,nR2,nR2-12,350.01,,07.12.03
6810-2/02,nR1,nR1-12,0,350,07.12.03
6810-2/02,nR2,nR2-12,350.01,,07.12.03
